42	positive	2	GLP-1	cinnamtannin a2	Cinnamtannin A2 specifically increased the glucagon-like peptide-1 (GLP-1) and insulin secretion levels in the plasma after 60 min administration.
43	neutral	1	GLP-1	morphine	SM and the peptidic GLP-1 receptor agonist exenatide treatments over 7 days did not induce self-tolerance to anti-allodynia or cross-tolerance to morphine or -endorphin.
44	positive	2	Thyroxine	garlic	Consumption of garlic resulted in increased epididymal fat pad and pancrease sizes, and higher hematocrits, insulin and thyroxine concentrations.
45	neutral	1	Thyroxine	pyridoxal 5'-phosphate	l-Thyroxine decreased liver cystathionase activity significantly in newborn rats; administration of pyridoxal 5'-phosphate did not prevent this effect.
46	neutral	1	Thyroxine	diethylstilbesterol	Pups received daily injections of estrogens (either estradiol, estrone, or diethylstilbesterol, each at 0.05 microgram/g body wt) or thyroxine (0.1 microgram/g body wt) on postnatal days 2-7.
47	positive	2	Thyroxine	2-oxoglutarate	The cytosol glyoxylate aminotransferase and the mitochondrial 2-oxoglutarate aminotransferase activities are increased after injection in utero of cortisol or thyroxine.
48	positive	2	Thyroxine	cyanocobalamin	The initial serum thyroxine (T4) level, 14.5 microgram/dL, rose to 29.2 microgram/dL, with no other therapy except cyanocobalamin injection and blood tranfusions.
49	negative	0	Thyroxine	rapeseed	The rapeseed-press cake diet increased the weight of thyroid gland and liver and decreased the serum thyroxine (T4) concentration.
50	neutral	1	Thyroxine	galactosamine	There was no difference in the serum concentrations of triiodothyronine and thyroxine in controls as compared to galactosamine and galactosamine plus somatostatin treated rats.
51	negative	0	Thyroxine	fe2+	Thyroxine inhibitory action was observed during in vitro Fe2+ induced lipid peroxidation of rat liver mitochondrial inner membrane particles.
52	neutral	1	Thyroxine	d-mannose	Thyroxine treatment did not inhibit D-glyceraldehyde-, D-mannose-, and tolbutamide-induced insulin release from the perfused pancreas.
53	neutral	1	Thyroxine	d-glyceraldehyde	Thyroxine treatment did not inhibit D-glyceraldehyde-, D-mannose-, and tolbutamide-induced insulin release from the perfused pancreas.
54	positive	2	Statin	punicalagin	Furthermore, the addition of pomegranate juice (or punicalagin, but not beta sitosterol) to simvastatin significantly increased the statin ability to protect the cells from oxidative stress.
55	positive	2	Statin	ethyl icosapentate	"If these drugs are not fully effective, combination therapy with statin and ethyl icosapentate is recommended."""
56	neutral	1	Statin	arsenite	Sodium arsenite- or statin-induced apoptosis was independent of BRAF status (wild type versus V600E) in melanoma lines.
57	positive	2	Statin	plastoquinone	Statin treatment caused an accumulation of plastoquinone, and unexpectedly, ubiquinone, an artifact likely due to metabolite sharing from the plastidial MEP pathway.
58	neutral	1	Statin	pomegranate	"The herbal reaction toward different types of statins is varied so that grapefruit or pomegranate was interacted with only some types of statins, but not with all statin types."""
59	neutral	1	Statin	rainbow trout	The pattern of differentially expressed genes in rainbow trout gills differ from responses previously observed in mammalian tissues following statin exposure.
60	neutral	1	Statin	camphene	We evaluated the effect of camphene on the de novo synthesis of cholesterol and TG from [14C]-acetate in HepG2 cells, along with the statin mevinolin.
61	negative	0	Acetaminophen	a. lappa	A. lappa suppressed the SGOT and SGPT elevations induced by CCl4 or acetaminophen in a dose-dependent manner and alleviated the severity of liver damage based on histopathological observations.
62	negative	0	Acetaminophen	genistein	Accordingly, the residual acetaminophen content was obviously reduced and acetaminophen glucuronidation increased after 24 hours of treatment with genistein in a dose-dependent manner.
63	neutral	1	Acetaminophen	lycopene	Acetaminophen use (p = 0.05), coffee consumption (p = 0.05) and plasma lycopene (p = 0.06) were positively associated with CYP1A2 activity.
64	positive	2	Acetaminophen	hemin	Additionally, hemin ameliorated acetaminophen-induced renal damage observed by light microscopic examination.
65	negative	0	Acetaminophen	ajoene	Ajoene, a garlic-derived sulfur-containing compound, exhibited a hepatoprotective effect against acetaminophen-induced liver injury in mice.
66	negative	0	Acetaminophen	arjunolic acid	Arjunolic acid also prevented acetaminophen-induced hepatic glutathione depletion and APAP metabolite formation although arjunolic acid itself did not affect hepatic glutathione levels.
67	negative	0	Acetaminophen	grapefruit	Because acetaminophen is almost completely absorbed these effects seems to be related to increased elimination half-life of acetaminophen because of interaction with grapefruit juice.
68	neutral	1	Acetaminophen	naphthalene	Cataracts were induced by administration of either acetaminophen or naphthalene to the pretreated mice.
69	negative	0	Acetaminophen	crustaceans	Chronic toxicity of acetaminophen and lincomycin were evaluated using freshwater organisms including two crustaceans (Daphnia magna and Moina macrocopa) and a fish (Oryzias latipes).
70	negative	0	Acetaminophen	lysozyme	Co-iontophoresis of acetaminophen revealed a significant inhibition of electroosmosis; inhibition factors of 12-16 were indicative of strong lysozyme binding to skin.
71	neutral	1	Acetaminophen	l-serine	Compounds including L-phenylalanine, L-serine, L-valine, urea, 4-acetaminophen, gallic acid and L-ascorbic acid were analyzed using both sources.
72	negative	0	Acetaminophen	emodin	Emodin at doses of 30 and 40 mg/kg effectively reversed toxic events induced by acetaminophen as same as silymarin (50mg/kg, po).
73	positive	2	Acetaminophen	trigonelline	ferulic acid), trigonelline, S-adenosyl-L-methionine, and energy-related metabolites indicated that oxidative stress was caused by acute and chronic acetaminophen administration.
74	neutral	1	Acetaminophen	tyramine	For PNS, alpha-naphthol is the best acceptor substrate, followed by phenol, resorcinol, p-acetaminophen, tyramine, and tyrosine.
75	neutral	1	Acetaminophen	erythritol	Four-component mixtures containing acetaminophen, mannitol, erythritol, and maltodextrin were produced by cospray drying.
76	negative	0	Acetaminophen	z. officinale	Further the hepatic antioxidant status was enhanced in the Z. officinale plus acetaminophen treated group than the control group.
77	neutral	1	Acetaminophen	guanosine	Furthermore, the guanosine radical was identified as an important intermediate for the formation of a covalent adduct with acetaminophen.
78	negative	0	Acetaminophen	g. biloba	G. biloba extract (25 or 50 mug/ml once every 24 h for 72 h) potentiated LDH leakage by acetaminophen (10 mM for 24 h; added at 48 h after initiation of extract pretreatment).
79	negative	0	Acetaminophen	hederagenin	Glycyrrhizin, alpha-GA, and beta-GA decreased acetaminophen-induced liver injury, whereas hederagenin, HAG, and HA did not protect against any of the hepatotoxicants.
80	negative	0	Acetaminophen	lignan	Gomisin A (Go), a lignan component of shizandra fruits, protects the liver from injury by acetaminophen (AAP).
81	negative	0	Acetaminophen	hemin	Hemin attenuated the acetaminophen-induced elevations in renal tumor necrosis factor- and nitric oxide levels, and caspase-3 activity.
82	negative	0	Acetaminophen	hemin	Hemin treatment restored blood urea nitrogen and serum creatinine levels that were elevated by acetaminophen.
83	negative	0	Acetaminophen	cyclic gmp	Hepatic slices from acetaminophen-pretreated mice showed marked depletion of sulfhydryls and decreased cyclic GMP formation in response to these enzyme activators.
84	negative	0	Acetaminophen	zingiber officinale	Hepatoprotective activity of aqueous ethanol extract of Zingiber officinale was evaluated against single dose of acetaminophen-induced (3g/kg, p.o.)
85	negative	0	Acetaminophen	pterostilbene	Histopathological evidence confirmed the protection offered by pterostilbene from the tissue damage caused by acetaminophen.
86	positive	2	Acetaminophen	vitexin	In addition, the combination of vitexin and acetaminophen produced an infra-additive effect in postoperative pain.
87	negative	0	Acetaminophen	glycyrrhizin	In conclusion, this metabolomic study indicates a significant glycyrrhizin protection effect against acetaminophen-induced liver damage through reversing fatty acid metabolism.
88	positive	2	Acetaminophen	grapefruit	In contrast, pink grapefruit juice increased acetaminophen concentrations 2 hours after feeding compared to controls.
89	negative	0	Acetaminophen	dioscin	In our previous study, the effects of dioscin against alcohol-, carbon tetrachloride- and acetaminophen-induced liver damage have been found.
90	positive	2	Acetaminophen	g. biloba	In summary, G. biloba pretreatment potentiated acetaminophen toxicity in cultured rat hepatocytes and ginkgolide A contributed to this novel effect of the extract by inducing CYP3A.
91	positive	2	Acetaminophen	ginkgolide a	In summary, G. biloba pretreatment potentiated acetaminophen toxicity in cultured rat hepatocytes and ginkgolide A contributed to this novel effect of the extract by inducing CYP3A.
92	negative	0	Acetaminophen	lupinus	In the hydroponic arrangement, the best results were achieved for Lupinus, where acetaminophen was totally removed from media during two or four days in concentrations of 0.1 or 0.2 mM, respectively.
93	neutral	1	Acetaminophen	lycopene	In the invivo study, male C57BL/6 mice received lycopene (10 or 100mg/kg by oral gavage) and 1h later, acetaminophen (APAP) (500mg/kg) was administrated.
94	negative	0	Acetaminophen	styrene	In this case, acetaminophen competed with styrene for CYP2E1 (Ki=830M and Ksi=180M for catalytic and effector sites, respectively) and resulted in cooperative impacts on binding and catalysis.
95	neutral	1	Acetaminophen	punicalagin	In this study, the antihepatotoxic activity of punicalagin and punicalin on acetaminophen-induced toxicity in the rat liver was evaluated.
96	neutral	1	Acetaminophen	asparagus	In this study, the effect of Asparagus falcatus extract on acetaminophen-induced liver injury was investigated in vivo.
97	negative	0	Acetaminophen	a. lappa	It was also found that A. lappa decreased the malondialdehyde (MDA) content in CCl4 or acetaminophen-intoxicated mice.
98	negative	0	Acetaminophen	hemin	It was concluded that hemin represents a potential therapeutic option to protect renal tissue from the detrimental effects of acute acetaminophen overdose.
99	positive	2	Acetaminophen	shrimp	It was likely that the inhibitory effects of acetaminophen on shrimp neurological enzymes were more severe than on the planarian.
100	negative	0	Acetaminophen	styrene	Likewise, acetaminophen acted through a mixed-type inhibition mechanism to impact styrene epoxidation.
101	negative	0	Acetaminophen	luteolin	Moreover, luteolin down-regulated acetaminophen-induced nitrotyrosine (NT) formation and endoplasmic reticulum (ER) stress.
102	negative	0	Acetaminophen	sesamol	Moreover, the combination of sesamol and N-acetylcysteine antagonistically inhibited sesamol's protection against acetaminophen-induced liver injury.
103	negative	0	Acetaminophen	morin	Morin, a bioflavonoid given as co- and pre-treatment with acetaminophen significantly prevented the toxicity induced damage by constitutively stabilizing Nrf2 nuclear retention.
104	negative	0	Acetaminophen	morin	Morin, as a potent Nrf2 inducer accorded protection against acetaminophen induced renal damages by its molecular intervention with Akt-1/Gsk3/Fyn kinase pathway via PHLPP2 de-activation.
105	negative	0	Acetaminophen	1,3-butanediol	Neither acetone nor 1,3-butanediol had any effect on either the apparent rate constant for formation of acetaminophen glucuronide or on the predrug levels of hepatic glutathione.
106	negative	0	Acetaminophen	p. tomentosa	Our earlier studies show that the extract of P. tomentosa leaves prevents acetaminophen-induced hepatotoxicity owing to its antioxidant property.
107	neutral	1	Acetaminophen	corylus	Our study investigated the effects of Corylus avellana extract on acetaminophen and carbon tetrachloride intoxicated liver of young rats.
108	negative	0	Acetaminophen	s-carboxymethyl-l-cysteine	Patients with AD, compared with controls, have reduced sulfoxidation of the probe drug S-carboxymethyl-L-cysteine; they also form less of the sulfate conjugate of acetaminophen.
109	negative	0	Acetaminophen	betulin	Plant triterpenes, such as oleanolic acid and betulin were described as hepatoprotectants active against cytotoxicity of acetaminophen or cadmium.
110	negative	0	Acetaminophen	hemin	Pretreatment of rats with hemin was found to prevent acetaminophen-induced hepatotoxicity, as measured histologically and biochemically by decreased serum transaminase levels.
111	positive	2	Acetaminophen	rotenone	Results of these studies revealed a HSP response that was significantly stronger than other well-characterized hepatotoxicants including acetaminophen, diquat and rotenone.
112	negative	0	Acetaminophen	s-allylmercaptocysteine	S-allylmercaptocysteine significantly suppressed hepatic cytochrome P450 2E1 (CYP2E1) activity and induction of inducible 70-kDa heat shock protein, a marker of acetaminophen arylation of protein.
113	neutral	1	Acetaminophen	d-sorbitol	"Seven compounds expected to have no effect on neuronal function were tested as ""negatives"" (glyphosate, acetaminophen, salicylic acid, paraquat, saccharin, d-sorbitol and amoxicillin)."
114	positive	2	Acetaminophen	cabbage	The chronic ingestion of cabbage of the same family is known to accelerate conjugating acetaminophen (AA) and decrease the plasma AA level.
115	neutral	1	Acetaminophen	vanillin	The determination of acetaminophen is based on the ability of its hydrolytic product, p-aminophenol, to produce an intensive yellow color with vanillin.
116	neutral	1	Acetaminophen	zingiber officinale	The effect of the ethanol extract of the rhizome of Zingiber officinale was tested against carbon tetrachloride (CCl(4)) and acetaminophen-induced liver toxicities in rats.
117	neutral	1	Acetaminophen	sodium nitrite	The employed method of determination was based on the acetaminophen reaction with sodium nitrite, which yields yellow colour of solution in the presence of sodium hydrate.
118	neutral	1	Acetaminophen	tormentic acid	The hepatoprotective effects of tormentic acid (TA) on acetaminophen (APAP)-induced liver damage were investigated in mice.
119	positive	2	Acetaminophen	allantoin	The increase in urinary allantoin after the administration of acetaminophen suggests that the decrease in adenine nucleotides was due to their degradation in the liver.
120	neutral	1	Acetaminophen	pentane	The increased expiration of ethane and pentane by mice treated with hepatotoxic doses of acetaminophen suggests the possibility of oxidant mechanisms associated with the necrosis.
121	negative	0	Acetaminophen	genistein	The interaction studies showed that genistein inhibited formation of acetaminophen from phenacetin with an IC50 value of 16 microM.
122	negative	0	Acetaminophen	integrin	The mechanism whereby fibrin(ogen) drives liver repair after acetaminophen overdose requires engagement of leukocyte M2 integrin and subsequent induction of matrix metalloproteinase 12.
123	neutral	1	Acetaminophen	oncorhynchus mykiss	The present study aimed to assess the toxic effects of acetaminophen (APAP) in Oncorhynchus mykiss following acute and chronic exposures in realistic levels.
124	negative	0	Acetaminophen	ajoene	The pretreatment by ajoene also suppressed the decrease in hepatic protein thiol content resulting from acetaminophen administration.
125	negative	0	Acetaminophen	lignan	The preventive effect of gomisin A, a lignan component of shizandra fruits, on acetaminophen-induced hepatotoxicity in rats was examined by histological and biochemical analysis.
126	neutral	1	Acetaminophen	beta-glucan	The protective effect of beta-glucan against oxidative injury caused by acetaminophen was studied in mice liver.
127	negative	0	Acetaminophen	genistein	The results of the MTT, AST, ALT, LDH, GSH and GSSG assays showed that genistein evidently protected the cells from acetaminophen-induced injury in a dose-dependent manner.
128	negative	0	Acetaminophen	erythritol	The results reveal that delayed release occurs in preparations compounded with acetaminophen (AA) as the active ingredient and erythritol (ET) and crospovidone (CP) as excipients.
129	negative	0	Acetaminophen	arjunolic acid	The results suggest that this preventive action of arjunolic acid is due to the metabolic inhibition of specific forms of cytochrome P450 that activate acetaminophen to N-acetyl-p-benzoquinone imine.
130	positive	2	Acetaminophen	purine	The simultaneous presence of purine analogues and low concentrations of acetaminophen significantly potentiates mitochondrial dysfunction, increasing the risk of liver injury.
131	negative	0	Acetaminophen	silibinin	The specific hepatoprotective action of silibinin against the toxicity of ethanol, phenylhydrazine and acetaminophen is also discussed.
132	neutral	1	Acetaminophen	alpha-lactose	The studied formulation was: acetaminophen 15%, alpha-lactose monohydrate 30%, cornstarch 45%, polyvinylpyrrolidone K30 5% and orange flavour 5% (w/w).
133	neutral	1	Acetaminophen	hemin	The therapeutic potential of hemin, the heme oxygenase-1 inducer, was investigated against renal damage induced by acute acetaminophen overdose in rats.
134	negative	0	Acetaminophen	glycyrrhizin	The treatment of glycyrrhizin significantly reversed the increased levels of long-chain acylcarnitines induced by acetaminophen administration.
135	neutral	1	Acetaminophen	styrene	The use of biomarkers and the possible problems with using surrogate endpoints are illustrated with data on aniline, cadmium, carbon monoxide, erythrosine, paracetamol (acetaminophen) and styrene.
136	negative	0	Acetaminophen	s-allylmercaptocysteine	These data indicate that S-allylmercaptocysteine is useful as an antidote for acetaminophen overdose.
137	negative	0	Acetaminophen	s-allylmercaptocysteine	These results suggest that S-allylmercaptocysteine exerts its protective effect by inhibition of CYP2E1 activity, which leads to the suppression of acetaminophen arylation of hepatic protein.
138	negative	0	Acetaminophen	watercress	These results suggest that the consumption of watercress causes a decrease in the levels of oxidative metabolites of acetaminophen, probably due to inhibition of oxidative metabolism of this drug.
139	negative	0	Acetaminophen	luteolin	These results suggest the presence of anti-oxidative, anti-inflammatory and anti-ER stress properties of luteolin in response to acetaminophen-induced liver injury in mice.
140	negative	0	Acetaminophen	emodin	Thus, the study concluded that emodin at a dose of 30 mg/kg (po) possesses optimum hepatoprotective ability against acetaminophen-induced toxicity.
141	neutral	1	Acetaminophen	mustard	To study the protective mechanism of mustard seed extract against acetaminophen (APAP) toxicity in a hepatocellular carcinoma (HepG2) cell line.
142	neutral	1	Acetaminophen	turmeric	Turmeric, glycyrrhiza, acetaminophen, and metformin HCl were used as model drugs for the preparation of tablets.
143	neutral	1	Acetaminophen	d-glucaric acid	Urine was collected serially for 48 hours and analyzed for acetaminophen, acetaminophen glucuronide, acetaminophen sulfate, and D-glucaric acid.
144	neutral	1	Acetaminophen	tyramine	Using p-nitrophenyl sulfate (PNS) as a donor substrate, alpha-naphthol was found to be the best acceptor substrate, followed by phenol, resorcinol, p-acetaminophen, tyramine and tyrosine.
145	neutral	1	Acetaminophen	tyramine	Using p-nitrophenyl sulfate (PNS) as a donor substrate, phenol is the best acceptor substrate, followed by alpha-naphthol, resorcinol, tyramine, acetaminophen, and tyrosine.
146	negative	0	Acetaminophen	valerenic acid	Valerenic acid also demonstrated significant inhibitory effects on the glucuronidation of acetaminophen, oestradiol, and morphine with both microsomes and expressed UGTs.
147	positive	2	Acetaminophen	saturated fatty acids	We conclude that diets with high 18:2n-6 promote acetaminophen-induced liver injury compared to diets with more saturated fatty acids (SFA).
148	neutral	1	Acetaminophen	tallow	We evaluated the effect of dietary corn oil (CO), olive oil (OO), and beef tallow (BT) on fatty acid composition of liver microsomal membrane and acute acetaminophen hepatotoxicity.
149	neutral	1	Acetaminophen	adzuki bean	We examined the hepatoprotective effect of water-extract from adzuki bean (Vigna angularis) hulls on acetaminophen (AAP)-induced damage in rat liver.
150	negative	0	Acetaminophen	s-allylmercaptocysteine	We had demonstrated earlier that treatment with S-allylmercaptocysteine before acetaminophen administration protects mice against acetaminophen-induced hepatotoxicity.
151	negative	0	Acetaminophen	sesamol	We investigated the anti-hepatotoxic effects of sesamol and N-acetylcysteine on acetaminophen-induced hepatotoxicity in mice.
152	negative	0	Acetaminophen	beta-carotene	We present a series of experiments which demonstrate that beta-carotene can prevent death or ameliorate toxicity from acetaminophen in mice.
153	neutral	1	Acetaminophen	dioscin	We previously reported the effects of dioscin against carbon tetrachloride-, acetaminophen- and alcohol-induced acute liver damage.
154	negative	0	Acetaminophen	d-glucose	We show that oral administration of D-glucose, but not of either D-fructose or sucrose, prevents LPS-induced liver injury, as well as liver injury and death induced by an overdose of acetaminophen.
155	positive	2	Acetaminophen	grapefruit	White grapefruit juice increased concentrations of acetaminophen in mice both 1 hour and 2 hours after feeding compared to controls.
156	negative	0	Digoxin	phospholipase	A weak inhibition of phospholipase-A2 activity was demonstrated by betamethasone, bupivacaine, digoxin, hydrocortisone, lidocaine, metoprolol, propranolol, and vancomycin.\
157	negative	0	Digoxin	wheat	After 2 but not after 4 weeks, wheat bran reduced the digoxin levels, although the levels were still within the therapeutic range.\
158	negative	0	Digoxin	dodecanoic acid	alpha-Tocopherol nicotinate and dodecanoic acid significantly decrease the positive inotropic action of digoxin, but not that of ouabain in isolated guinea-pig atria.\
159	neutral	1	Digoxin	platinum	Among 762 epithelial ovarian cancer patients treated with surgery and platinum chemotherapy, 53 (7%) used digoxin ever and 38 (5%) used digoxin specifically during platinum administration.\
160	negative	0	Digoxin	aflatoxin b1	Among fungal metabolites, sterigmatocystin (5 microM), but not aflatoxin B1 (5 microM), significantly increased digoxin accumulation.\
161	negative	0	Digoxin	aflatoxin	Among fungal metabolites, sterigmatocystin (5 microM), but not aflatoxin B1 (5 microM), significantly increased digoxin accumulation.\
162	positive	2	Digoxin	lemon	Apical-to-basal (A-to-B) digoxin flux was enhanced by 50% fruit juice in the order of lemon > lime > pummelo > grapefruit.\
163	positive	2	Digoxin	thiamine	Co-administration of furosemide and digoxin to the cardiac cell cultures resulted in an additive effect on thiamine uptake.\
164	neutral	1	Digoxin	thiamine	Digoxin was used in two cases to manage cardiac dysfunction which was poorly responsive to thiamine.\
165	neutral	1	Digoxin	lactose	Dissolution rates and particle sizes of phenylbutazone solvent deposited on lactose, starch, and silicon dioxide, separately, and of norethindrone and digoxin deposited on lactose were investigated.\
166	positive	2	Digoxin	pyrrole	Furthermore, pyrrole 5i decreased the efflux of digoxin, a FDA approved P-gp substrate in MDCK-MDR1 cells with an IC50 of 11.2 M.\
167	neutral	1	Digoxin	carob	In five female healthy volunteers the influence of dietary fiber (wheat bran or carob seed flour) on absorption of digoxin was investigated.\
168	negative	0	Digoxin	phosphofructokinase	In this study a permanent decrease in phosphofructokinase and an increase in citrate synthase activity levels in rat heart muscle was noted during prolonged digoxin treatment.\
169	neutral	1	Digoxin	nicotinic acid	Interacting drugs were fibrates or nicotinic acid (9.5% of patients with drug-statin interactions), cytochrome P450 (CYP) 3A4 inhibitors (70.5%), digoxin (22.6%) or ciclosporin (cyclosporine) [1.6%].\
170	neutral	1	Digoxin	wheat	It is concluded that neither wheat bran nor the ispaghula formulation has any clinically relevant influence on therapeutic digoxin levels in geriatric patients.\
171	positive	2	Digoxin	pyrophosphate	Myocardial technetium-99m pyrophosphate content was also significantly greater (p less than 0.05) in the digoxin-doxorubicin group than in controls.\
172	positive	2	Digoxin	olive	Olive oil was chosen as the digoxin carrier because of a favorable partition coefficient observed for labeled digoxin with saline.\
173	neutral	1	Digoxin	benzoic acid	Organic anions such as benzoic acid, estrone-3-sulfate, taurocholate, and neutral digoxin were not inhibitory.\
174	neutral	1	Digoxin	pulses	Ouabain, digoxin or digitoxin were intracellularly injected by 2 sec long pressure pulses via the microelectrodes.\
175	neutral	1	Digoxin	platinum	Patients were considered digoxin users during platinum administration if a prescription was filled within 6months of cancer diagnosis.\
176	negative	0	Digoxin	piperine	Piperine inhibited digoxin and cyclosporine A transport in Caco-2 cells with IC(50) values of 15.5 and 74.1 microM, respectively.\
